"Status","Year","Ethnicity","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Other ethnicity","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Public Health England","Department of Health and Social Care","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Public Health England","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Public Health England","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Public Health England","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Registers of Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Registers of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Registers of Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Registers of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Revenue Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Revenue Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Revenue Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Revenue Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Rural Payments Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Courts and Tribunals Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Courts and Tribunals Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Courts and Tribunals Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Forestry","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Forestry","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Forestry","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Forestry","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Housing Regulator","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Housing Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Housing Regulator","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Housing Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Prison Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Prison Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Prison Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Prison Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Serious Fraud Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Serious Fraud Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Serious Fraud Office","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Serious Fraud Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Social Security Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Social Security Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Social Security Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Social Security Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Standards and Testing Agency","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Standards and Testing Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Standards and Testing Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Standards and Testing Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Student Awards Agency for Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Student Awards Agency for Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Student Awards Agency for Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Student Awards Agency for Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Submarine Delivery Agency","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Submarine Delivery Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Submarine Delivery Agency","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Teaching Regulation Agency","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Teaching Regulation Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Teaching Regulation Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Teaching Regulation Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","The National Archives","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","The National Archives","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","The National Archives","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","The National Archives","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Transport Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Transport Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Transport Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Transport Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Export Finance","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Export Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Export Finance","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Export Finance","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Hydrographic Office","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Hydrographic Office","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Hydrographic Office","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Hydrographic Office","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Supreme Court","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Supreme Court","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Supreme Court","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Supreme Court","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","United Kingdom Statistics Authority","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Vehicle Certification Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Vehicle Certification Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Vehicle Certification Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Vehicle Certification Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales Office","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales Office","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales Office","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales Office","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Welsh Revenue Authority","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Welsh Revenue Authority","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Welsh Revenue Authority","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Welsh Revenue Authority","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wilton Park","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wilton Park","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wilton Park","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wilton Park","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Accountant in Bankruptcy","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Accountant in Bankruptcy","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Attorney General's Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Attorney General's Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Charity Commission","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Competition and Markets Authority","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Competition and Markets Authority","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Criminal Injuries Compensation Authority","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Criminal Injuries Compensation Authority","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Crown Commercial Service","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Crown Commercial Service","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Crown Commercial Service","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Crown Prosecution Service","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Crown Prosecution Service","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt Management Office","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt Management Office","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Defence Equipment and Support","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Defence Equipment and Support","Ministry of Defence","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education (excl. agencies)","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education (excl. agencies)","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for International Trade","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for International Trade","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for International Trade","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for International Trade","Department for International Trade","Unknown","45","[c]","19210","18200"
"New entrant CS","2021","Undeclared","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport (excl. agencies)","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport (excl. agencies)","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","110","[c]","27990","27570"
"New entrant CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","195","[c]","27050","27570"
"New entrant CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Disclosure Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Disclosure Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Education and Skills Funding Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Education and Skills Funding Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Education Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Education Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Education Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","ESTYN","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","ESTYN","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
