"Status","Year","Disability","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared non-disabled","Commercial","London","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","London","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","London","SEO/HEO","50","[c]","41230","40600"
"New entrant CS","2021","Declared non-disabled","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Outside London","AA/AO","40","[c]","20790","20920"
"New entrant CS","2021","Declared non-disabled","Commercial","Outside London","EO","35","[c]","25510","26350"
"New entrant CS","2021","Declared non-disabled","Commercial","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Outside London","SEO/HEO","80","[c]","36720","35900"
"New entrant CS","2021","Declared non-disabled","Commercial","Outside London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","London","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","London","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","London","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","London","SEO/HEO","85","[c]","36690","35400"
"New entrant CS","2021","Declared non-disabled","Communications","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Outside London","EO","230","[c]","25490","25560"
"New entrant CS","2021","Declared non-disabled","Communications","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Outside London","SEO/HEO","95","[c]","33030","31810"
"New entrant CS","2021","Declared non-disabled","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","London","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Outside London","EO","30","[c]","25460","25560"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","London","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","Outside London","AA/AO","235","[c]","20140","20140"
"New entrant CS","2021","Declared non-disabled","Debt","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","London","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","London","G6/G7","105","[c]","58890","56000"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","London","SEO/HEO","115","[c]","39030","38750"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Outside London","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Outside London","EO","135","[c]","25650","25560"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Outside London","G6/G7","125","[c]","55170","52580"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Outside London","SEO/HEO","255","[c]","35050","34040"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","London","EO","30","[c]","27740","27750"
"New entrant CS","2021","Declared non-disabled","Finance","London","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","London","SEO/HEO","65","[c]","38860","36800"
"New entrant CS","2021","Declared non-disabled","Finance","Outside London","AA/AO","45","[c]","20540","20920"
"New entrant CS","2021","Declared non-disabled","Finance","Outside London","EO","70","[c]","23520","25000"
"New entrant CS","2021","Declared non-disabled","Finance","Outside London","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","Outside London","SEO/HEO","120","[c]","35620","35900"
"New entrant CS","2021","Declared non-disabled","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","Outside London","AA/AO","40","[c]","21050","21050"
"New entrant CS","2021","Declared non-disabled","Grants Management","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","London","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","London","EO","40","[c]","27090","27200"
"New entrant CS","2021","Declared non-disabled","Human Resources","London","G6/G7","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","London","SEO/HEO","70","[c]","35100","34180"
"New entrant CS","2021","Declared non-disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","Outside London","AA/AO","110","[c]","20380","20920"
"New entrant CS","2021","Declared non-disabled","Human Resources","Outside London","EO","50","[c]","24460","23850"
"New entrant CS","2021","Declared non-disabled","Human Resources","Outside London","G6/G7","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","Outside London","SEO/HEO","105","[c]","33430","32000"
"New entrant CS","2021","Declared non-disabled","Human Resources","Outside London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","London","EO","75","[c]","27720","26950"
"New entrant CS","2021","Declared non-disabled","Legal","London","G6/G7","120","[c]","55870","51250"
"New entrant CS","2021","Declared non-disabled","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","London","SEO/HEO","85","[c]","40040","43920"
"New entrant CS","2021","Declared non-disabled","Legal","Outside London","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","Outside London","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","Outside London","SEO/HEO","85","[c]","29540","30540"
"New entrant CS","2021","Declared non-disabled","Legal","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","London","AA/AO","550","[c]","24380","23530"
"New entrant CS","2021","Declared non-disabled","No function","London","EO","600","[c]","27150","26880"
"New entrant CS","2021","Declared non-disabled","No function","London","G6/G7","385","[c]","57540","54110"
"New entrant CS","2021","Declared non-disabled","No function","London","SCS level","55","[c]","93080","87000"
"New entrant CS","2021","Declared non-disabled","No function","London","SEO/HEO","1385","[c]","35080","34010"
"New entrant CS","2021","Declared non-disabled","No function","London","Unknown","145","[c]","26510","26810"
"New entrant CS","2021","Declared non-disabled","No function","Outside London","AA/AO","3790","[c]","21510","20600"
"New entrant CS","2021","Declared non-disabled","No function","Outside London","EO","795","[c]","24930","24920"
"New entrant CS","2021","Declared non-disabled","No function","Outside London","G6/G7","225","[c]","58300","53360"
"New entrant CS","2021","Declared non-disabled","No function","Outside London","SCS level","40","[c]","94920","92000"
"New entrant CS","2021","Declared non-disabled","No function","Outside London","SEO/HEO","1050","[c]","33780","31810"
"New entrant CS","2021","Declared non-disabled","No function","Outside London","Unknown","725","[c]","22380","22920"
"New entrant CS","2021","Declared non-disabled","No function","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Unknown","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","London","EO","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","London","G6/G7","50","[c]","58710","54700"
"New entrant CS","2021","Declared non-disabled","Project Delivery","London","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","London","SEO/HEO","135","[c]","36100","34710"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Outside London","AA/AO","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Outside London","EO","220","[c]","24310","25750"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Outside London","G6/G7","110","[c]","55010","54000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Outside London","SEO/HEO","475","[c]","35820","35000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Outside London","Unknown","105","[c]","39010","39000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","London","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","London","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Outside London","AA/AO","125","[c]","20920","20880"
"New entrant CS","2021","Declared non-disabled","Property","Outside London","EO","85","[c]","25550","26350"
"New entrant CS","2021","Declared non-disabled","Property","Outside London","G6/G7","40","[c]","54380","53500"
"New entrant CS","2021","Declared non-disabled","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Outside London","SEO/HEO","150","[c]","34470","33000"
"New entrant CS","2021","Declared non-disabled","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","London","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","London","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Outside London","AA/AO","285","[c]","23640","20800"
"New entrant CS","2021","Declared non-disabled","Security","Outside London","EO","40","[c]","26950","24620"
"New entrant CS","2021","Declared non-disabled","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Outside London","SEO/HEO","35","[c]","34040","32430"
"New entrant CS","2021","Declared non-disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","London","AA/AO","515","[c]","24850","25110"
"New entrant CS","2021","Declared non-disabled","Unknown","London","EO","1955","[c]","30940","31060"
"New entrant CS","2021","Declared non-disabled","Unknown","London","G6/G7","55","[c]","60940","58550"
"New entrant CS","2021","Declared non-disabled","Unknown","London","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","London","SEO/HEO","190","[c]","37400","36650"
"New entrant CS","2021","Declared non-disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Outside London","AA/AO","4555","[c]","21120","21010"
"New entrant CS","2021","Declared non-disabled","Unknown","Outside London","EO","6315","[c]","27740","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Outside London","G6/G7","245","[c]","59470","56120"
"New entrant CS","2021","Declared non-disabled","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Outside London","SEO/HEO","605","[c]","35100","33300"
"New entrant CS","2021","Declared non-disabled","Unknown","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","AA/AO","50","[c]","21700","21010"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","EO","125","[c]","27680","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","SEO/HEO","35","[c]","34800","34250"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","London","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Outside London","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","London","AA/AO","30","[c]","24410","23380"
"New entrant CS","2021","Undeclared","No function","London","EO","70","[c]","27360","26880"
"New entrant CS","2021","Undeclared","No function","London","G6/G7","70","[c]","57340","54670"
"New entrant CS","2021","Undeclared","No function","London","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","London","SEO/HEO","200","[c]","34630","34020"
"New entrant CS","2021","Undeclared","No function","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Outside London","AA/AO","165","[c]","20730","20140"
"New entrant CS","2021","Undeclared","No function","Outside London","EO","55","[c]","23740","23140"
"New entrant CS","2021","Undeclared","No function","Outside London","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Outside London","SEO/HEO","120","[c]","33230","31370"
"New entrant CS","2021","Undeclared","No function","Outside London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
