"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Crime Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Crime Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Crime Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Crime Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Crime Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Savings and Investments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Savings and Investments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Qualifications and Examinations Regulation","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Qualifications and Examinations Regulation","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Rail and Road","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Rail and Road","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Planning Inspectorate","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Planning Inspectorate","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Planning Inspectorate","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Planning Inspectorate","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Planning Inspectorate","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Planning Inspectorate","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Planning Inspectorate","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Registers of Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Registers of Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Registers of Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Courts and Tribunals Service","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Courts and Tribunals Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Courts and Tribunals Service","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Forestry","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Forestry","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Forestry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Prison Service","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Prison Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Prison Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Prison Service","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Prison Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Prison Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Serious Fraud Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Serious Fraud Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Serious Fraud Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Serious Fraud Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Submarine Delivery Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Submarine Delivery Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Hydrographic Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Hydrographic Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Intellectual Property Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Intellectual Property Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Intellectual Property Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Space Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Space Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Space Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Space Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Vehicle Certification Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Vehicle Certification Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Water Services Regulation Authority","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Water Services Regulation Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Revenue Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Revenue Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Revenue Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Revenue Authority","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Revenue Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Revenue Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wilton Park","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wilton Park","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","HM Land Registry","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","HM Land Registry","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","HM Land Registry","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Rural Payments Agency","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Rural Payments Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Rural Payments Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Rural Payments Agency","AA/AO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Rural Payments Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Rural Payments Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Rural Payments Agency","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Rural Payments Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Rural Payments Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Rural Payments Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Rural Payments Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Rural Payments Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Companies House","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Companies House","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Companies House","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Companies House","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Companies House","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Companies House","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Companies House","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Companies House","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Companies House","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Commercial Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Commercial Service","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Commercial Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Commercial Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Commercial Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Commercial Service","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Commercial Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Office and Procurator Fiscal Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Office and Procurator Fiscal Service","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Office and Procurator Fiscal Service","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Office and Procurator Fiscal Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
