"Status","Year","Age","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Digital, Data and Technology","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Other","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Other","Scotland","20","[c]","30720","24520"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Policy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Qualifications and Examinations Regulation","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Qualifications and Examinations Regulation","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Qualifications and Examinations Regulation","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Economics","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Policy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Statistics","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of the Public Guardian","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of the Scottish Charity Regulator","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectorate","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectorate","Finance","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectorate","Operational Delivery","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectorate","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectorate","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Communications","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Communications","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Medicine","London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Operational Delivery","East Midlands (England)","10","[c]","28160","28590"
"New entrant CS","2021","40-49","Public Health England","Operational Delivery","East of England","15","[c]","33060","32930"
"New entrant CS","2021","40-49","Public Health England","Operational Delivery","London","105","[c]","40790","38890"
"New entrant CS","2021","40-49","Public Health England","Operational Delivery","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Operational Delivery","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Operational Delivery","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Operational Delivery","South West (England)","40","[c]","40550","36330"
"New entrant CS","2021","40-49","Public Health England","Operational Delivery","West Midlands (England)","15","[c]","28800","28590"
"New entrant CS","2021","40-49","Public Health England","Operational Delivery","Yorkshire and The Humber","10","[c]","32150","31370"
"New entrant CS","2021","40-49","Public Health England","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Science and Engineering","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Science and Engineering","East of England","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Science and Engineering","London","25","[c]","39450","38890"
"New entrant CS","2021","40-49","Public Health England","Science and Engineering","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Science and Engineering","North West (England)","15","[c]","38060","33780"
"New entrant CS","2021","40-49","Public Health England","Science and Engineering","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Science and Engineering","South West (England)","25","[c]","39520","34810"
"New entrant CS","2021","40-49","Public Health England","Science and Engineering","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Public Health England","Science and Engineering","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Registers of Scotland","Legal","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Registers of Scotland","Statistics","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Revenue Scotland","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Rural Payments Agency","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Rural Payments Agency","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Rural Payments Agency","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Rural Payments Agency","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Rural Payments Agency","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Rural Payments Agency","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Rural Payments Agency","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Rural Payments Agency","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Courts and Tribunals Service","Communications","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Courts and Tribunals Service","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Courts and Tribunals Service","Legal","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Courts and Tribunals Service","Operational Delivery","Scotland","15","[c]","23130","20850"
"New entrant CS","2021","40-49","Scottish Forestry","Unknown","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government (excl. agencies)","Unknown","Scotland","160","[c]","42740","42190"
"New entrant CS","2021","40-49","Scottish Prison Service","Finance","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Prison Service","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Prison Service","Operational Delivery","Scotland","25","[c]","21480","20810"
"New entrant CS","2021","40-49","Scottish Prison Service","Other","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Public Pensions Agency","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Serious Fraud Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Serious Fraud Office","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Serious Fraud Office","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Social Security Scotland","Unknown","Scotland","95","[c]","27520","20060"
"New entrant CS","2021","40-49","Standards and Testing Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Standards and Testing Agency","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Student Awards Agency for Scotland","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Commercial","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Finance","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Project Delivery","South West (England)","10","[c]","54640","54000"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Science and Engineering","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Teaching Regulation Agency","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","The National Archives","Digital, Data and Technology","London","5","[c]","[c]","[c]"
