"Status","Year","Organisation","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","AO","70","[c]","22370","21050"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","EO","25","[c]","26280","26380"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","SEO","20","[c]","42500","39890"
"Leaver CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Attorney General's Departments","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Attorney General's Departments","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","AO","40","[c]","21030","19120"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","EO","15","[c]","26720","26970"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","G6","15","[c]","67100","67250"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","G7","55","[c]","56920","56340"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","HEO","30","[c]","34950","34640"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","SCS level","25","[c]","107620","95820"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","SEO","20","[c]","41240","40600"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","AO","25","[c]","20050","20370"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","HEO","25","[c]","33300","32970"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","AO","15","[c]","21340","20800"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","G6","25","[c]","77130","70880"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","G7","10","[c]","53900","53060"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","HEO","40","[c]","30490","28420"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","SCS level","20","[c]","106010","99170"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Charity Commission","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Charity Commission","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Charity Commission","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Charity Commission","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Charity Commission","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Charity Commission","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Charity Commission","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Charity Commission","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","AO","15","[c]","20750","20630"
"Leaver CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Competition and Markets Authority","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Competition and Markets Authority","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Competition and Markets Authority","London","G6","10","[c]","75120","74810"
"Leaver CS","2021","Competition and Markets Authority","Competition and Markets Authority","London","G7","15","[c]","58650","58750"
"Leaver CS","2021","Competition and Markets Authority","Competition and Markets Authority","London","HEO","15","[c]","34330","34210"
"Leaver CS","2021","Competition and Markets Authority","Competition and Markets Authority","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Competition and Markets Authority","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Competition and Markets Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Competition and Markets Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Competition and Markets Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","G7","5","[c]","[c]","[c]"
