"Status","Year","Age","Disability","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Animal and Plant Health Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Animal and Plant Health Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Animal and Plant Health Agency","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Animal and Plant Health Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Animal and Plant Health Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Animal and Plant Health Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Companies House","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Companies House","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Criminal Injuries Compensation Authority","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Commercial Service","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Commercial Service","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Commercial Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Office and Procurator Fiscal Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Crown Prosecution Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Equipment and Support","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Equipment and Support","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Equipment and Support","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Equipment and Support","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Equipment and Support","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Equipment and Support","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Science and Technology Laboratory","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Defence Science and Technology Laboratory","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","London","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Department for Transport (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
