"Status","Year","Age","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","HM Revenue and Customs","Digital, Data and Technology","Outside London","445","440","41840","38630"
"In post","2021","40-49","HM Revenue and Customs","Economics","London","10","10","65510","68340"
"In post","2021","40-49","HM Revenue and Customs","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs","Finance","London","60","60","60020","59160"
"In post","2021","40-49","HM Revenue and Customs","Finance","Outside London","330","305","34220","31810"
"In post","2021","40-49","HM Revenue and Customs","Human Resources","London","35","35","58530","59160"
"In post","2021","40-49","HM Revenue and Customs","Human Resources","Outside London","170","160","40870","38630"
"In post","2021","40-49","HM Revenue and Customs","Intelligence Analysis","London","10","10","52870","59160"
"In post","2021","40-49","HM Revenue and Customs","Intelligence Analysis","Outside London","40","35","36300","38630"
"In post","2021","40-49","HM Revenue and Customs","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs","Internal Audit","Outside London","15","15","47780","41690"
"In post","2021","40-49","HM Revenue and Customs","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs","International Trade","Outside London","20","20","33130","31810"
"In post","2021","40-49","HM Revenue and Customs","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs","Legal","London","255","245","42210","36160"
"In post","2021","40-49","HM Revenue and Customs","Legal","Outside London","680","650","31100","31810"
"In post","2021","40-49","HM Revenue and Customs","Operational Delivery","London","310","290","33950","29570"
"In post","2021","40-49","HM Revenue and Customs","Operational Delivery","Outside London","6075","5460","25620","21440"
"In post","2021","40-49","HM Revenue and Customs","Operational Research","London","10","10","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs","Operational Research","Outside London","20","20","45150","40270"
"In post","2021","40-49","HM Revenue and Customs","Other","London","20","20","38810","32520"
"In post","2021","40-49","HM Revenue and Customs","Other","Outside London","105","100","44320","38630"
"In post","2021","40-49","HM Revenue and Customs","Policy","London","155","150","60080","59160"
"In post","2021","40-49","HM Revenue and Customs","Policy","Outside London","125","115","45310","39220"
"In post","2021","40-49","HM Revenue and Customs","Project Delivery","London","105","105","53410","48550"
"In post","2021","40-49","HM Revenue and Customs","Project Delivery","Outside London","665","645","42140","38630"
"In post","2021","40-49","HM Revenue and Customs","Property","London","115","105","37130","34810"
"In post","2021","40-49","HM Revenue and Customs","Property","Outside London","355","330","35050","32100"
"In post","2021","40-49","HM Revenue and Customs","Security","London","10","10","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs","Security","Outside London","40","40","41480","38630"
"In post","2021","40-49","HM Revenue and Customs","Social Research","London","15","10","57220","59160"
"In post","2021","40-49","HM Revenue and Customs","Social Research","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs","Statistics","London","30","30","53140","59160"
"In post","2021","40-49","HM Revenue and Customs","Statistics","Outside London","30","30","44510","38630"
"In post","2021","40-49","HM Revenue and Customs","Tax","London","380","365","41010","36160"
"In post","2021","40-49","HM Revenue and Customs","Tax","Outside London","2995","2855","33700","31810"
"In post","2021","40-49","HM Revenue and Customs","Unknown","London","155","150","54290","59160"
"In post","2021","40-49","HM Revenue and Customs","Unknown","Outside London","720","685","32140","27570"
"In post","2021","40-49","HM Treasury","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","Communications","London","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","Counter Fraud","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","HM Treasury","Digital, Data and Technology","London","15","15","61640","62240"
"In post","2021","40-49","HM Treasury","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury","Economics","London","10","10","79020","73000"
"In post","2021","40-49","HM Treasury","Finance","London","20","20","60040","55840"
"In post","2021","40-49","HM Treasury","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","Human Resources","London","15","10","57280","56740"
"In post","2021","40-49","HM Treasury","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","Internal Audit","London","35","35","61600","56850"
"In post","2021","40-49","HM Treasury","Internal Audit","Outside London","55","55","45540","43000"
"In post","2021","40-49","HM Treasury","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","Operational Delivery","London","35","35","42970","35400"
"In post","2021","40-49","HM Treasury","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","Policy","London","130","125","67280","67930"
"In post","2021","40-49","HM Treasury","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","Project Delivery","London","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury","Tax","London","10","10","[c]","[c]"
"In post","2021","40-49","HM Treasury","Unknown","London","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office","Commercial","London","15","15","43250","43700"
"In post","2021","40-49","Home Office","Commercial","Outside London","10","10","41440","41140"
"In post","2021","40-49","Home Office","Communications","London","30","30","54420","45970"
"In post","2021","40-49","Home Office","Communications","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Home Office","Counter Fraud","London","10","10","35260","30070"
"In post","2021","40-49","Home Office","Counter Fraud","Outside London","45","45","26400","25310"
"In post","2021","40-49","Home Office","Digital, Data and Technology","London","240","235","56590","57460"
"In post","2021","40-49","Home Office","Digital, Data and Technology","Outside London","105","100","46070","42200"
"In post","2021","40-49","Home Office","Economics","London","10","10","[c]","[c]"
"In post","2021","40-49","Home Office","Finance","London","50","45","51700","46100"
"In post","2021","40-49","Home Office","Finance","Outside London","15","15","33480","30820"
"In post","2021","40-49","Home Office","Human Resources","London","130","120","47440","42170"
"In post","2021","40-49","Home Office","Human Resources","Outside London","60","55","41090","32740"
"In post","2021","40-49","Home Office","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office","Intelligence Analysis","London","125","115","33210","30370"
"In post","2021","40-49","Home Office","Intelligence Analysis","Outside London","300","285","28860","27370"
"In post","2021","40-49","Home Office","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office","Knowledge and Information Management","London","20","20","44770","39710"
"In post","2021","40-49","Home Office","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Home Office","Operational Delivery","London","1750","1625","34390","29370"
"In post","2021","40-49","Home Office","Operational Delivery","Outside London","4480","4150","27230","25310"
"In post","2021","40-49","Home Office","Operational Delivery","Overseas","40","35","28610","27370"
"In post","2021","40-49","Home Office","Operational Research","London","10","10","63500","68730"
"In post","2021","40-49","Home Office","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office","Other","London","245","235","41910","37510"
"In post","2021","40-49","Home Office","Other","Outside London","155","145","31290","27370"
"In post","2021","40-49","Home Office","Policy","London","460","440","57330","57680"
