"Status","Year","Age","Disability","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","Declared disabled","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Human Resources","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Legal","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Department for Transport","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Ministry of Justice","105","[c]","20730","19840"
"Leaver CS","2021","60-64","Declared disabled","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","No function","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Project Delivery","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Property","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Property","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Property","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Security","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Unknown","Department for Work and Pensions","145","[c]","28210","27570"
"Leaver CS","2021","60-64","Declared disabled","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Unknown","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Unknown","HM Revenue and Customs","135","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Unknown","Home Office","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Unknown","Ministry of Defence","40","[c]","30770","26930"
"Leaver CS","2021","60-64","Declared disabled","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared disabled","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Commercial","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
