"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Other ethnicity","Veterinarian","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Veterinarian","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","EO","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","G7","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","HEO","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","SEO","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","G7","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","HEO","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data and Technology","EO","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data and Technology","G6","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data and Technology","G7","40","40","54050","53130"
"In post","2021","30-39","Undeclared","Digital, Data and Technology","HEO","45","45","34550","33840"
"In post","2021","30-39","Undeclared","Digital, Data and Technology","SEO","40","40","42620","42290"
"In post","2021","30-39","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Economics","G7","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","EO","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","G7","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","HEO","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","SEO","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","AO","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","EO","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","G7","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","HEO","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Intelligence Analysis","EO","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Intelligence Analysis","HEO","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Intelligence Analysis","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","International Trade","G7","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Knowledge and Information Management","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","EO","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","G6","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","G7","30","30","54500","52580"
"In post","2021","30-39","Undeclared","Legal","HEO","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","SEO","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Medicine","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Medicine","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Medicine","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Medicine","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Operational Delivery","AA","35","30","19370","18560"
"In post","2021","30-39","Undeclared","Operational Delivery","AO","390","365","23560","21590"
"In post","2021","30-39","Undeclared","Operational Delivery","EO","375","360","27990","26470"
"In post","2021","30-39","Undeclared","Operational Delivery","G6","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Operational Delivery","G7","50","50","53490","52610"
"In post","2021","30-39","Undeclared","Operational Delivery","HEO","140","135","33430","31810"
"In post","2021","30-39","Undeclared","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Operational Delivery","SEO","80","75","41700","40590"
"In post","2021","30-39","Undeclared","Operational Delivery","Unknown","75","70","28940","30210"
"In post","2021","30-39","Undeclared","Operational Research","G7","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Operational Research","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Operational Research","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Other","AA","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Other","AO","30","30","[c]","[c]"
"In post","2021","30-39","Undeclared","Other","EO","25","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Other","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Other","G7","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Other","HEO","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Other","SEO","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Other","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Policy","EO","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Policy","G6","40","40","65450","64990"
"In post","2021","30-39","Undeclared","Policy","G7","135","130","54670","53740"
"In post","2021","30-39","Undeclared","Policy","HEO","60","55","34500","33900"
"In post","2021","30-39","Undeclared","Policy","SCS level","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Policy","SEO","65","65","41770","41950"
"In post","2021","30-39","Undeclared","Project Delivery","EO","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Project Delivery","G6","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Project Delivery","G7","40","40","53720","54540"
"In post","2021","30-39","Undeclared","Project Delivery","HEO","30","30","33300","33300"
"In post","2021","30-39","Undeclared","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Project Delivery","SEO","40","40","39610","39950"
"In post","2021","30-39","Undeclared","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Property","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Property","EO","15","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Property","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Property","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Property","HEO","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Property","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Psychology","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Psychology","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Science and Engineering","AO","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Science and Engineering","EO","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Science and Engineering","G7","70","65","49570","46080"
"In post","2021","30-39","Undeclared","Science and Engineering","HEO","45","45","32580","32330"
"In post","2021","30-39","Undeclared","Science and Engineering","SEO","90","85","39550","39250"
"In post","2021","30-39","Undeclared","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Security","AA","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Security","AO","30","30","34900","39070"
"In post","2021","30-39","Undeclared","Security","EO","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Security","G7","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Security","HEO","10","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Security","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Social Research","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Statistics","HEO","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Statistics","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Tax","AO","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Tax","EO","30","25","[c]","[c]"
"In post","2021","30-39","Undeclared","Tax","G6","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Tax","G7","25","25","[c]","[c]"
"In post","2021","30-39","Undeclared","Tax","HEO","45","45","32230","31810"
"In post","2021","30-39","Undeclared","Tax","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Unknown","AO","195","165","21240","21010"
"In post","2021","30-39","Undeclared","Unknown","EO","315","300","28290","27570"
"In post","2021","30-39","Undeclared","Unknown","G6","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Unknown","G7","50","45","56370","56230"
"In post","2021","30-39","Undeclared","Unknown","HEO","55","50","33780","32430"
"In post","2021","30-39","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Unknown","SEO","35","35","39840","39960"
"In post","2021","30-39","Undeclared","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Veterinarian","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Commercial","EO","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Commercial","G7","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","Commercial","HEO","30","30","31900","31260"
"In post","2021","30-39","Unknown","Commercial","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Commercial","SEO","60","55","40280","40650"
"In post","2021","30-39","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Communications","EO","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Communications","G6","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Communications","G7","65","60","54050","53610"
"In post","2021","30-39","Unknown","Communications","HEO","45","45","34250","33300"
"In post","2021","30-39","Unknown","Communications","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Communications","SEO","70","65","41930","42470"
"In post","2021","30-39","Unknown","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Counter Fraud","G7","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Counter Fraud","HEO","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","Counter Fraud","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Digital, Data and Technology","AO","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Digital, Data and Technology","EO","105","100","26860","26410"
"In post","2021","30-39","Unknown","Digital, Data and Technology","G6","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","Digital, Data and Technology","G7","160","160","56480","54830"
"In post","2021","30-39","Unknown","Digital, Data and Technology","HEO","175","170","33180","32120"
"In post","2021","30-39","Unknown","Digital, Data and Technology","SCS level","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Digital, Data and Technology","SEO","165","160","40620","39560"
"In post","2021","30-39","Unknown","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Economics","G6","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Economics","G7","70","65","55530","55080"
"In post","2021","30-39","Unknown","Economics","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Economics","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Finance","AO","30","25","[c]","[c]"
"In post","2021","30-39","Unknown","Finance","EO","35","30","26370","26120"
"In post","2021","30-39","Unknown","Finance","G6","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Finance","G7","50","50","53170","53760"
"In post","2021","30-39","Unknown","Finance","HEO","55","55","32810","32790"
"In post","2021","30-39","Unknown","Finance","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Finance","SEO","50","50","40720","40650"
"In post","2021","30-39","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Human Resources","AO","25","20","[c]","[c]"
"In post","2021","30-39","Unknown","Human Resources","EO","40","35","26810","26750"
"In post","2021","30-39","Unknown","Human Resources","G6","10","10","[c]","[c]"
