"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","50-59","Ministry of Justice","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Operational Delivery","AA/AO","60","[c]","19850","19930"
"Leaver Dept.","2021","50-59","Ministry of Justice","Operational Delivery","EO","15","[c]","22590","21340"
"Leaver Dept.","2021","50-59","Ministry of Justice","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Operational Delivery","SEO/HEO","20","[c]","31890","31390"
"Leaver Dept.","2021","50-59","Ministry of Justice","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Policy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Northern Ireland Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office for Standards in Education","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office for Standards in Education","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office for Standards in Education","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office for Standards in Education","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office for Standards in Education","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office of Gas and Electricity Markets","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office of Gas and Electricity Markets","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office of Gas and Electricity Markets","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other Cabinet Office Agencies","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other Cabinet Office Agencies","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other Cabinet Office Agencies","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other Cabinet Office Agencies","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other Cabinet Office Agencies","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scotland Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Wales Office","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Wales Office","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Wales Office","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Welsh Government","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Attorney General's Departments","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Digital, Culture, Media and Sport","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Education","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Education","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Education","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for International Trade","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for International Trade","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for International Trade","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Transport","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department of Health and Social Care","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Foreign, Commonwealth and Development Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Foreign, Commonwealth and Development Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Housing, Communities and Local Government","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Scottish Government","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","The National Archives","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Welsh Government","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Department for International Trade","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Home Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Housing, Communities and Local Government","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Justice","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Welsh Government","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","15","[c]","38350","40050"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Digital, Culture, Media and Sport","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for International Trade","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Unknown","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Unknown","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Attorney General's Departments","Operational Delivery","AA/AO","15","[c]","20970","21040"
"New entrant CS","2021","16-19","Cabinet Office","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chancellor's other departments","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy","Economics","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","10","[c]","20560","20880"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs","Policy","EO","10","[c]","24030","25170"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for International Trade","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for International Trade","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport","Operational Delivery","AA/AO","35","[c]","18910","18060"
"New entrant CS","2021","16-19","Department for Transport","Other","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Work and Pensions","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Work and Pensions","Unknown","AA/AO","170","[c]","21170","21010"
"New entrant CS","2021","16-19","Department for Work and Pensions","Unknown","EO","40","[c]","28310","27570"
"New entrant CS","2021","16-19","Department of Health and Social Care","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","Operational Delivery","AA/AO","15","[c]","19990","19630"
"New entrant CS","2021","16-19","Department of Health and Social Care","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Land Registry","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Land Registry","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Land Registry","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","Operational Delivery","AA/AO","15","[c]","20230","20140"
"New entrant CS","2021","16-19","HM Revenue and Customs","Property","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","Tax","AA/AO","105","[c]","20140","20140"
"New entrant CS","2021","16-19","HM Revenue and Customs","Tax","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","Unknown","AA/AO","20","[c]","20840","20140"
"New entrant CS","2021","16-19","HM Revenue and Customs","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Treasury","Economics","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Treasury","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Treasury","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Treasury","Policy","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office","Operational Delivery","AA/AO","35","[c]","21540","21430"
"New entrant CS","2021","16-19","Home Office","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office","Other","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","Finance","EO","10","[c]","19040","19040"
"New entrant CS","2021","16-19","Ministry of Defence","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","Other","EO","15","[c]","17200","16780"
"New entrant CS","2021","16-19","Ministry of Defence","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","Science and Engineering","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","Science and Engineering","EO","25","[c]","17180","16780"
"New entrant CS","2021","16-19","Ministry of Defence","Science and Engineering","Unknown","15","[c]","16780","16780"
"New entrant CS","2021","16-19","Ministry of Defence","Security","AA/AO","10","[c]","22040","19560"
"New entrant CS","2021","16-19","Ministry of Justice","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Justice","Operational Delivery","AA/AO","120","[c]","21730","20600"
"New entrant CS","2021","16-19","Ministry of Justice","Operational Delivery","EO","[c]","[c]","[c]","[c]"
