"Status","Year","Function_of_post","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Legal","Legal Aid Agency","Ministry of Justice","Male","45","45","58040","58300"
"In post","2021","Legal","Maritime and Coastguard Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Maritime and Coastguard Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Met Office","Department for Business, Energy and Industrial Strategy","Female","5","5","[c]","[c]"
"In post","2021","Legal","Met Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","15","15","[c]","[c]"
"In post","2021","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","10","10","[c]","[c]"
"In post","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","60","55","47160","55490"
"In post","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","45","45","49120","55490"
"In post","2021","Legal","National Crime Agency","National Crime Agency","Female","30","30","55070","59160"
"In post","2021","Legal","National Crime Agency","National Crime Agency","Male","20","20","[c]","[c]"
"In post","2021","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","15","15","[c]","[c]"
"In post","2021","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","50","50","59400","62300"
"In post","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","30","30","71410","68680"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","5","5","[c]","[c]"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","5","5","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","Office of Rail and Road","Female","5","5","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of the Public Guardian","Ministry of Justice","Female","40","40","26750","22570"
"In post","2021","Legal","Office of the Public Guardian","Ministry of Justice","Male","20","20","[c]","[c]"
"In post","2021","Legal","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Public Health England","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Public Health England","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Registers of Scotland","Scottish Government","Female","10","5","[c]","[c]"
"In post","2021","Legal","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","Female","1145","1010","27060","22820"
"In post","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","Male","505","475","27440","22820"
"In post","2021","Legal","Scottish Prison Service","Scottish Government","Female","5","5","[c]","[c]"
"In post","2021","Legal","Scottish Prison Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Serious Fraud Office","Attorney General's Departments","Female","45","40","58450","53300"
"In post","2021","Legal","Serious Fraud Office","Attorney General's Departments","Male","25","25","[c]","[c]"
"In post","2021","Legal","UK Export Finance","UK Export Finance","Female","15","15","[c]","[c]"
"In post","2021","Legal","UK Export Finance","UK Export Finance","Male","10","10","[c]","[c]"
"In post","2021","Legal","UK Hydrographic Office","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Hydrographic Office","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","15","15","[c]","[c]"
"In post","2021","Legal","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","15","15","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","UK Supreme Court","Female","25","25","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","UK Supreme Court","Male","15","15","[c]","[c]"
"In post","2021","Legal","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","Water Services Regulation Authority","Female","15","15","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","505","460","30270","30950"
"In post","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","345","330","31590","30950"
"In post","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","1520","1410","29570","25670"
"In post","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","1025","995","32220","29150"
"In post","2021","No function","Attorney General's Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Attorney General's Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","Female","2290","2260","39550","32000"
"In post","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","Male","1880","1875","42120","33250"
"In post","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","10","5","[c]","[c]"
"In post","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","5","5","[c]","[c]"
"In post","2021","No function","Charity Commission","Charity Commission","Female","15","15","[c]","[c]"
"In post","2021","No function","Charity Commission","Charity Commission","Male","15","15","[c]","[c]"
"In post","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","Female","385","325","25170","22490"
"In post","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","Male","235","230","26310","22490"
"In post","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","Female","155","140","25820","22570"
"In post","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","Male","135","130","25130","22710"
"In post","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","Female","100","100","39290","36740"
"In post","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","Male","85","85","41930","35350"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","Female","980","885","26370","22220"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","Male","335","320","28300","25410"
"In post","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","Female","675","635","38640","37320"
"In post","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","Male","1910","1865","41260","39550"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","2170","2095","47610","44300"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","2215","2195","50790","53380"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","670","650","47170","47060"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","515","515","48960","51730"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education (excl. agencies)","Department for Education","Female","1660","1565","43510","40230"
"In post","2021","No function","Department for Education (excl. agencies)","Department for Education","Male","875","865","44420","40510"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","1645","1560","42780","38750"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","1325","1310","43530","38750"
"In post","2021","No function","Department for International Trade","Department for International Trade","Female","855","840","45180","39280"
"In post","2021","No function","Department for International Trade","Department for International Trade","Male","1030","1025","47300","41020"
"In post","2021","No function","Department for Transport (excl. agencies)","Department for Transport","Female","895","865","44780","42470"
"In post","2021","No function","Department for Transport (excl. agencies)","Department for Transport","Male","1230","1205","49100","43360"
