"Status","Year","Function_of_post","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","ESTYN","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","G7","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","G6","Heterosexual / straight","45","45","67870","71290"
"In post","2021","Analysis","HM Revenue and Customs","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","G7","Heterosexual / straight","130","125","54170","54990"
"In post","2021","Analysis","HM Revenue and Customs","G7","LGBO","15","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","G7","Unknown","30","25","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","HEO","Heterosexual / straight","115","110","34170","34830"
"In post","2021","Analysis","HM Revenue and Customs","HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","HEO","Unknown","65","60","34620","36160"
"In post","2021","Analysis","HM Revenue and Customs","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","SEO","Heterosexual / straight","105","100","39380","38630"
"In post","2021","Analysis","HM Revenue and Customs","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","SEO","Unknown","35","35","39920","38630"
"In post","2021","Analysis","HM Treasury","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","HM Treasury","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","G6","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","HM Treasury","G7","Heterosexual / straight","35","35","54960","55530"
"In post","2021","Analysis","HM Treasury","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","HM Treasury","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","HM Treasury","HEO","Heterosexual / straight","35","35","34010","32320"
"In post","2021","Analysis","HM Treasury","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","HM Treasury","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","HM Treasury","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","EO","Heterosexual / straight","40","40","28360","27850"
"In post","2021","Analysis","Ministry of Defence","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","G7","Heterosexual / straight","155","145","50240","46130"
"In post","2021","Analysis","Ministry of Defence","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","G7","Undeclared","25","25","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","G7","Unknown","30","30","50200","46430"
"In post","2021","Analysis","Ministry of Defence","HEO","Heterosexual / straight","130","125","31510","28660"
"In post","2021","Analysis","Ministry of Defence","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","SEO","Heterosexual / straight","145","140","39450","37320"
"In post","2021","Analysis","Ministry of Defence","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","SEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","G6","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","G7","Heterosexual / straight","60","55","54990","53130"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","HEO","Heterosexual / straight","50","50","33040","33210"
