"Status","Year","Ethnicity","Parent_department","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Home Office","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","North West (England)","AO","15","10","[c]","[c]"
"In post","2021","Chinese","Home Office","North West (England)","EO","20","20","[c]","[c]"
"In post","2021","Chinese","Home Office","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","London","AO","5","5","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","London","EO","5","5","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","London","HEO","5","5","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South East (England)","AA","5","5","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South East (England)","AO","10","10","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South West (England)","HEO","5","5","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Unknown","G7","[c]","[c]","[c]","[c]"
