"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Competition and Markets Authority","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Project Delivery","AO","15","15","23210","22860"
"In post","2021","20-29","Competition and Markets Authority","Project Delivery","EO","10","10","27620","27530"
"In post","2021","20-29","Competition and Markets Authority","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Project Delivery","G7","15","15","54870","54320"
"In post","2021","20-29","Competition and Markets Authority","Project Delivery","HEO","15","15","34680","34570"
"In post","2021","20-29","Competition and Markets Authority","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Commercial","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Commercial","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Communications","AO","5","5","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Communications","EO","5","5","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Communications","G7","10","10","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Communications","HEO","20","20","35270","38620"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Communications","SEO","15","15","43850","45100"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Counter Fraud","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA","5","5","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AO","5","5","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","75","75","27490","25780"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","HEO","35","35","33540","33130"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO","10","10","41830","41940"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Economics","EO","20","20","29550","27680"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Economics","G7","30","30","57850","57620"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Economics","HEO","115","115","35200","34090"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Economics","SEO","15","15","44590","44300"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","EO","10","10","25380","24640"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","G7","10","10","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","HEO","15","15","33290","33570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","SEO","10","10","44920","42550"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","EO","30","30","25310","24570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","G7","10","10","53580","53600"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","HEO","15","15","33140","32730"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA","10","10","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","AO","250","245","21030","20880"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","215","210","24670","24250"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","G7","45","45","55010","53380"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","HEO","115","115","32760","33570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO","55","55","40650","40050"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Research","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Other","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","AO","10","10","23060","23110"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","EO","110","110","27590","27680"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","G6","15","15","65580","64700"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","G7","355","355","54660","53380"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","HEO","505","500","33890","33570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","SEO","340","340","40480","40050"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","15","15","25240","24650"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","G7","10","10","52820","53490"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","HEO","25","25","32340","32810"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO","15","15","39960","40050"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Property","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Property","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Science and Engineering","AO","50","50","25170","24660"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Science and Engineering","EO","65","65","28760","29890"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Science and Engineering","HEO","80","80","35020","35580"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Science and Engineering","SEO","50","50","41530","40720"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Security","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Communications","HEO","10","10","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Economics","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Economics","G6","[c]","[c]","[c]","[c]"
