"Status","Year","Age","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Undeclared","International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Knowledge and Information Management","AO","10","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Knowledge and Information Management","EO","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Knowledge and Information Management","G7","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Knowledge and Information Management","HEO","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Knowledge and Information Management","SEO","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Legal","AO","10","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Legal","EO","30","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Legal","G6","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Legal","G7","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Legal","HEO","40","40","33630","33120"
"In post","2021","50-59","Undeclared","Legal","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Legal","SEO","45","40","45120","43460"
"In post","2021","50-59","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Medicine","EO","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Medicine","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Medicine","G7","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Medicine","HEO","10","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Medicine","SCS level","10","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Medicine","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Operational Delivery","AA","480","440","21370","21550"
"In post","2021","50-59","Undeclared","Operational Delivery","AO","2140","1950","27420","31650"
"In post","2021","50-59","Undeclared","Operational Delivery","EO","1175","1110","29390","28130"
"In post","2021","50-59","Undeclared","Operational Delivery","G6","40","40","72410","68610"
"In post","2021","50-59","Undeclared","Operational Delivery","G7","110","105","57270","56170"
"In post","2021","50-59","Undeclared","Operational Delivery","HEO","585","560","35050","35000"
"In post","2021","50-59","Undeclared","Operational Delivery","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Operational Delivery","SEO","305","300","46670","45280"
"In post","2021","50-59","Undeclared","Operational Delivery","Unknown","155","145","30740","28200"
"In post","2021","50-59","Undeclared","Operational Research","G7","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Operational Research","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Other","AA","60","60","19160","18800"
"In post","2021","50-59","Undeclared","Other","AO","210","205","23010","21580"
"In post","2021","50-59","Undeclared","Other","EO","135","130","26920","26670"
"In post","2021","50-59","Undeclared","Other","G6","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Other","G7","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Other","HEO","75","75","33270","33300"
"In post","2021","50-59","Undeclared","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Other","SEO","50","50","40600","40640"
"In post","2021","50-59","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Planning Inspectors","G6","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Policy","AO","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Policy","EO","40","35","30090","30190"
"In post","2021","50-59","Undeclared","Policy","G6","55","50","68580","67070"
"In post","2021","50-59","Undeclared","Policy","G7","90","85","56190","55290"
"In post","2021","50-59","Undeclared","Policy","HEO","70","70","35120","35000"
"In post","2021","50-59","Undeclared","Policy","SCS level","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Policy","SEO","60","55","41650","41100"
"In post","2021","50-59","Undeclared","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Project Delivery","AO","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Project Delivery","EO","35","35","27980","27720"
"In post","2021","50-59","Undeclared","Project Delivery","G6","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Project Delivery","G7","65","65","53690","54540"
"In post","2021","50-59","Undeclared","Project Delivery","HEO","75","75","33500","33300"
"In post","2021","50-59","Undeclared","Project Delivery","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Project Delivery","SEO","100","95","41340","40580"
"In post","2021","50-59","Undeclared","Project Delivery","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Property","AA","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Property","AO","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Property","EO","60","60","27730","26670"
"In post","2021","50-59","Undeclared","Property","G6","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Property","G7","35","30","55870","55760"
"In post","2021","50-59","Undeclared","Property","HEO","75","75","33840","33300"
"In post","2021","50-59","Undeclared","Property","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Property","SEO","55","50","43710","45250"
"In post","2021","50-59","Undeclared","Psychology","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Psychology","EO","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Psychology","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Psychology","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Psychology","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Psychology","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Science and Engineering","AO","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Science and Engineering","EO","55","50","27800","28440"
"In post","2021","50-59","Undeclared","Science and Engineering","G6","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Science and Engineering","G7","85","80","51620","50210"
"In post","2021","50-59","Undeclared","Science and Engineering","HEO","75","70","34020","33300"
"In post","2021","50-59","Undeclared","Science and Engineering","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Science and Engineering","SEO","80","75","42430","42060"
"In post","2021","50-59","Undeclared","Science and Engineering","Unknown","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Security","AA","80","80","19810","19560"
"In post","2021","50-59","Undeclared","Security","AO","95","95","35610","39070"
"In post","2021","50-59","Undeclared","Security","EO","50","50","37180","41600"
"In post","2021","50-59","Undeclared","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Security","G7","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Security","HEO","40","40","40900","38160"
"In post","2021","50-59","Undeclared","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Security","SEO","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Tax","AO","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Tax","EO","65","60","28270","28130"
"In post","2021","50-59","Undeclared","Tax","G6","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Tax","G7","50","50","54550","52580"
"In post","2021","50-59","Undeclared","Tax","HEO","100","95","34080","32100"
"In post","2021","50-59","Undeclared","Tax","SEO","80","75","39520","38630"
"In post","2021","50-59","Undeclared","Unknown","AA","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","AO","415","375","21240","21010"
"In post","2021","50-59","Undeclared","Unknown","EO","650","605","28070","27570"
"In post","2021","50-59","Undeclared","Unknown","G6","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","G7","60","60","55100","54540"
"In post","2021","50-59","Undeclared","Unknown","HEO","145","145","33980","33370"
"In post","2021","50-59","Undeclared","Unknown","SCS level","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","SEO","85","80","40990","40520"
"In post","2021","50-59","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Veterinarian","G7","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Veterinarian","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Commercial","AO","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","Commercial","EO","25","25","[c]","[c]"
"In post","2021","50-59","Unknown","Commercial","G6","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Commercial","G7","30","30","[c]","[c]"
"In post","2021","50-59","Unknown","Commercial","HEO","40","35","32900","33300"
"In post","2021","50-59","Unknown","Commercial","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Commercial","SEO","65","65","40370","40580"
"In post","2021","50-59","Unknown","Commercial","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Communications","AO","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Communications","EO","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","Communications","G6","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Communications","G7","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","Communications","HEO","20","15","[c]","[c]"
"In post","2021","50-59","Unknown","Communications","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Communications","SEO","25","25","[c]","[c]"
"In post","2021","50-59","Unknown","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Counter Fraud","EO","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Counter Fraud","G7","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Counter Fraud","HEO","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Digital, Data and Technology","AO","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Digital, Data and Technology","EO","60","60","29210","29210"
"In post","2021","50-59","Unknown","Digital, Data and Technology","G6","40","40","70830","71500"
"In post","2021","50-59","Unknown","Digital, Data and Technology","G7","130","130","55950","55420"
"In post","2021","50-59","Unknown","Digital, Data and Technology","HEO","125","125","34850","34460"
"In post","2021","50-59","Unknown","Digital, Data and Technology","SCS level","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","Digital, Data and Technology","SEO","135","135","41970","40850"
"In post","2021","50-59","Unknown","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
